block,register,bit,bit_i,is_masked,reviewed,interrupt_type,notification_type,description,error_effect,app SW action
cdb.core_reduced[],mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
cdb.core_reduced[],mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
cdb.core_reduced[],mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
cdb.core_reduced[],lpm_shared_sram_1b_err_int_reg[],lpm_shared_sram_1b_err_interrupt,0,False,,LPM_SRAM_ECC_1B,,,,SW_ACTION_NONE
cdb.core_reduced[],lpm_shared_sram_2b_err_int_reg[],lpm_shared_sram_2b_err_interrupt,0,False,,LPM_SRAM_ECC_2B,,,,SW_ACTION_NONE
cdb.core_reduced[],em_shared_sram_err_int_reg[],em_shared_sram_err_interrupt,0,True,,OTHER,,,,SW_ACTION_NONE
cdb.top,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,interrupt_register,interrupt_summery_array_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,interrupt_register,cdb_core0_interrupt_summary_reg_summary,2,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,interrupt_register,cdb_core1_interrupt_summary_reg_summary,3,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,interrupt_register,cdb_core2_interrupt_summary_reg_summary,4,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,interrupt_register,cdb_core3_interrupt_summary_reg_summary,5,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,interrupt_register,cdb_core4_interrupt_summary_reg_summary,6,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,interrupt_register,cdb_core5_interrupt_summary_reg_summary,7,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,interrupt_register,cdb_core6_interrupt_summary_reg_summary,8,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,interrupt_register,cdb_core7_interrupt_summary_reg_summary,9,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,interrupt_register,lpm_uneven_load_blance_summary,10,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,interrupt_register,cem_uneven_load_blance_summary,11,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,interrupt_register,aging_overflow_summary,12,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,interrupt_register,bulk_update_overflow_summary,13,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,interrupt_register,arc_interrupt_to_cpu_summary,14,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
cdb.top,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
cdb.top,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
cdb.top,interrupt_summery_array,efdb_table_duplicate_entry,0,False,,OTHER,,,,SW_ACTION_NONE
cdb.top,interrupt_summery_array,efdb_table_plb_miss,1,False,,OTHER,,,,SW_ACTION_NONE
cdb.top,interrupt_summery_array,slb_efdb_table_insert_not_succeeded,2,False,,OTHER,,,,SW_ACTION_NONE
cdb.top,cdb_core_interrupt_summary_reg[],cdb_core_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
cdb.top,lpm_uneven_load_blance,lpm_uneven_load_balance,0,True,,THRESHOLD_CROSSED,,,,SW_ACTION_NONE
cdb.top,cem_uneven_load_blance,cem_uneven_load_balance,0,True,,THRESHOLD_CROSSED,,,,SW_ACTION_NONE
cdb.top,aging_overflow,aging_overflow,0,False,,MISCONFIGURATION,,,,SW_ACTION_NONE
cdb.top,bulk_update_overflow,bulk_update_overflow,0,False,,MISCONFIGURATION,,,,SW_ACTION_NONE
cdb.top,arc_interrupt_to_cpu,cem_mng2css_interrupt,0,False,,NO_ERR_NOTIFICATION,,,,SW_ACTION_NONE
counters.bank_4k[],interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
counters.bank_4k[],interrupt_register,interrupt_reg0_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
counters.bank_4k[],interrupt_register,interrupt_reg1_summary,2,False,,SUMMARY,,,,SW_ACTION_NONE
counters.bank_4k[],interrupt_register,interrupt_reg2_summary,3,False,,SUMMARY,,,,SW_ACTION_NONE
counters.bank_4k[],mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
counters.bank_4k[],mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
counters.bank_4k[],mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
counters.bank_4k[],interrupt_reg[],max_counter_crossed_threshold,0,False,,COUNTER_THRESHOLD_CROSSED,,,,SW_ACTION_NONE
counters.bank_4k[],interrupt_reg[],pd_config_mismatch,1,False,,MISCONFIGURATION,,,,SW_ACTION_NONE
counters.bank_4k[],interrupt_reg[],lm_result_fifo_overflow,2,False,,DESIGN_BUG,,,,SW_ACTION_NONE
counters.bank_6k[],interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
counters.bank_6k[],interrupt_register,interrupt_reg0_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
counters.bank_6k[],interrupt_register,interrupt_reg1_summary,2,False,,SUMMARY,,,,SW_ACTION_NONE
counters.bank_6k[],interrupt_register,interrupt_reg2_summary,3,False,,SUMMARY,,,,SW_ACTION_NONE
counters.bank_6k[],mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
counters.bank_6k[],mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
counters.bank_6k[],mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
counters.bank_6k[],interrupt_reg[],max_counter_crossed_threshold,0,False,,COUNTER_THRESHOLD_CROSSED,,,,SW_ACTION_NONE
counters.bank_6k[],interrupt_reg[],pd_config_mismatch,1,False,,MISCONFIGURATION,,,,SW_ACTION_NONE
counters.bank_6k[],interrupt_reg[],lm_result_fifo_overflow,2,False,,DESIGN_BUG,,,,SW_ACTION_NONE
counters.top,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,interrupt_register,interrupt_reg_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,interrupt_register,bank_group_interrupt_reg0_summary,2,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,interrupt_register,bank_group_interrupt_reg1_summary,3,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
counters.top,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
counters.top,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
counters.top,interrupt_reg,same_pd_bank_collision,0,False,,MISCONFIGURATION,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt0,0,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt1,1,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt2,2,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt3,3,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt4,4,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt5,5,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt6,6,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt7,7,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt8,8,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt9,9,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt10,10,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt11,11,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt12,12,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt13,13,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt14,14,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt15,15,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt16,16,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg0,bank_group_interrupt17,17,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt18,0,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt19,1,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt20,2,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt21,3,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt22,4,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt23,5,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt24,6,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt25,7,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt26,8,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt27,9,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt28,10,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt29,11,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt30,12,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt31,13,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt32,14,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt33,15,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt34,16,False,,SUMMARY,,,,SW_ACTION_NONE
counters.top,bank_group_interrupt_reg1,bank_group_interrupt35,17,False,,SUMMARY,,,,SW_ACTION_NONE
csms,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
csms,interrupt_register,csms_interrupt_reg_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
csms,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
csms,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
csms,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
csms,csms_interrupt_reg,credit_gnt_dest_dev_unreachable,0,False,,CREDIT_DEV_UNREACHABLE,,,,SW_ACTION_NONE
csms,csms_interrupt_reg,msg_buffer_enq_pre_fifo_overflow0,1,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_buffer_enq_pre_fifo_overflow1,2,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_buffer_enq_pre_fifo_overflow2,3,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_buffer_enq_pre_fifo_overflow3,4,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_buffer_ddmq_overflow0,5,True,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_buffer_ddmq_overflow1,6,True,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_buffer_ddmq_overflow2,7,True,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_buffer_ddmq_overflow3,8,True,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_buffer_deq_cmd_fifo_overflow0,9,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_buffer_deq_cmd_fifo_overflow1,10,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_buffer_deq_cmd_fifo_overflow2,11,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_buffer_deq_cmd_fifo_overflow3,12,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_buffer_local_fifo_overflow0,13,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_buffer_local_fifo_overflow1,14,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_buffer_local_fifo_overflow2,15,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_buffer_local_fifo_overflow3,16,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_map_fifo_overflow4,17,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,msg_map_fifo_overflow5,18,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,unpack_fifo_overflow,19,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,gnt_sw_target_fifo_overflow,20,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
csms,csms_interrupt_reg,req_sw_target_fifo_overflow,21,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
dics,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
dics,interrupt_register,general_interrupt_register_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
dics,interrupt_register,fabric_blocking_intr_reg_summary,2,False,,SUMMARY,,,,SW_ACTION_NONE
dics,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
dics,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
dics,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
dics,general_interrupt_register,fabric_blocking_intr,0,True,,MISCONFIGURATION,,,,SW_ACTION_NONE
dics,general_interrupt_register,aged_out_fifo_full,1,False,,INFORMATIVE,,,,SW_ACTION_NONE
dics,general_interrupt_register,dics2mmu_fifo_overflow,2,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
dics,general_interrupt_register,crdt_req_cbt_overflow,3,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
dics,fabric_blocking_intr_reg,total_list_full,0,True,,INFORMATIVE,,,,SW_ACTION_NONE
dmc.frm,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
dmc.frm,interrupt_register,frm_interrupt_reg_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
dmc.frm,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
dmc.frm,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
dmc.frm,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
dmc.frm,frm_interrupt_reg,link_status_down_int,0,True,,LINK_DOWN,,,,SW_ACTION_NONE
dmc.frm,frm_interrupt_reg,frt_wr_fifo_overflow_int,1,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
dmc.frm,frm_interrupt_reg,dcfm_feedback_fifo_full_int,2,False,,INFORMATIVE,,,,SW_ACTION_NONE
dmc.fte,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
dmc.fte,interrupt_register,fte_interrupt_reg_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
dmc.fte,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
dmc.fte,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
dmc.fte,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
dmc.fte,fte_interrupt_reg,lost_sync_interrupt,0,False,,THRESHOLD_CROSSED,,,,SW_ACTION_HARD_RESET
dmc.fte,fte_interrupt_reg,expected_device_time_diff_interrupt,1,False,,THRESHOLD_CROSSED,,,,SW_ACTION_NONE
dmc.mrb,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
dmc.mrb,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
dmc.mrb,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
dmc.mrb,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
dmc.pier,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
dmc.pier,interrupt_register,pier_core_interrupt_reg_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
dmc.pier,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
dmc.pier,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
dmc.pier,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
dmc.pier,pier_core_interrupt_reg,cscp_unreach_device,0,False,,LINK_DOWN,,,,SW_ACTION_NONE
dmc.pier,pier_core_interrupt_reg,inbe_multi_fifo_ovf,1,False,,MISCONFIGURATION,,,,SW_ACTION_SOFT_RESET
dvoq,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
dvoq,interrupt_register,slave_interrupts_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
dvoq,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
dvoq,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
dvoq,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
dvoq,slave_interrupts,hmc_cgm,0,False,,SUMMARY,,,,SW_ACTION_NONE
dvoq,slave_interrupts,dics,1,False,,SUMMARY,,,,SW_ACTION_NONE
fdll[],interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
fdll[],interrupt_register,general_interrupt_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
fdll[],mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
fdll[],mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
fdll[],mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
fdll[],general_interrupt,emdb_duplicate_entry,0,True,,OTHER,,,,SW_ACTION_SOFT_RESET
fdll_shared_mem,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
fdll_shared_mem,interrupt_register,general_interrupt_register_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
fdll_shared_mem,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
fdll_shared_mem,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
fdll_shared_mem,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
fdll_shared_mem,general_interrupt_register,write_fail_cbt_overflow,0,False,,OTHER,,,,SW_ACTION_SOFT_RESET
fdll_shared_mem,general_interrupt_register,empd_interrupt0,1,False,,SUMMARY,,,,SW_ACTION_NONE
fdll_shared_mem,general_interrupt_register,empd_interrupt1,2,False,,SUMMARY,,,,SW_ACTION_NONE
fdll_shared_mem,general_interrupt_register,empd_interrupt2,3,False,,SUMMARY,,,,SW_ACTION_NONE
fdll_shared_mem,general_interrupt_register,empd_interrupt3,4,False,,SUMMARY,,,,SW_ACTION_NONE
fdll_shared_mem,general_interrupt_register,empd_interrupt4,5,False,,SUMMARY,,,,SW_ACTION_NONE
fdll_shared_mem,general_interrupt_register,empd_interrupt5,6,False,,SUMMARY,,,,SW_ACTION_NONE
fdll_shared_mem,general_interrupt_register,empd_interrupt6,7,False,,SUMMARY,,,,SW_ACTION_NONE
fdll_shared_mem,general_interrupt_register,empd_interrupt7,8,False,,SUMMARY,,,,SW_ACTION_NONE
hbm.chnl[].tall,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
hbm.chnl[].tall,interrupt_register,general_interrupt_register_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
hbm.chnl[].tall,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
hbm.chnl[].tall,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
hbm.chnl[].tall,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
hbm.chnl[].tall,general_interrupt_register,address_parity_error_channell0,0,False,,LINK_ERROR,,,,SW_ACTION_NONE
hbm.chnl[].tall,general_interrupt_register,address_parity_error_channell1,1,False,,LINK_ERROR,,,,SW_ACTION_NONE
hbm.chnl[].wide,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
hbm.chnl[].wide,interrupt_register,general_interrupt_register_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
hbm.chnl[].wide,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
hbm.chnl[].wide,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
hbm.chnl[].wide,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
hbm.chnl[].wide,general_interrupt_register,address_parity_error_channell0,0,False,,LINK_ERROR,,,,SW_ACTION_NONE
hbm.chnl[].wide,general_interrupt_register,address_parity_error_channell1,1,False,,LINK_ERROR,,,,SW_ACTION_NONE
hbm.hi,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
hbm.hi,interrupt_register,general_interrupt_register_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
hbm.hi,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
hbm.hi,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
hbm.hi,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
hbm.hi,general_interrupt_register,async_fifo_empty_interrupt0,0,False,,DESIGN_BUG,,,,SW_ACTION_REPLACE_DEVICE
